bhk,size,floor,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,rent
2,700,7 out of 8,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.798182590890704
2,1080,3 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.305741456739435
3,900,2 out of 3,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,10.043292972227004
1,550,5 out of 7,Super Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner,9.90353755128617
2,669,15 out of 43,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,10.736418414365374
1,400,Ground out of 1,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,8.612685172875459
3,1158,2 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.680406499268875
2,960,1 out of 3,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,9.305741456739435
2,600,Ground out of 1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
2,650,Ground out of 3,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.680406499268875
2,880,12 out of 27,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner,10.691967639914864
1,500,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.922791623969637
2,800,Ground out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.305741456739435
3,1350,8 out of 16,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.461642696843066
1,300,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,8.699681400989514
3,1400,4 out of 14,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.202480416133776
2,100,3 out of 3,Super Area,Delhi,Unfurnished,Bachelors,2,Contact Owner,9.680406499268875
3,1100,7 out of 10,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.156264806643742
1,450,6 out of 10,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,10.463131911491967
4,3200,24 out of 24,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,13.45883704259595
1,350,1 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,9.61587214452889
1,400,18 out of 23,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent,10.12667110305036
1,275,19 out of 24,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent,9.90353755128617
4,2117,20 out of 20,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner,9.99884318585288
2,1000,1 out of 3,Carpet Area,Bangalore,Unfurnished,Family,2,Contact Owner,9.770013301136158
2,450,2 out of 1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
3,1550,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,9.680406499268875
1,480,6 out of 7,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,10.680539205318292
2,800,3 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.259225769705994
1,50,1 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,8.612685172875459
2,710,10 out of 22,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,10.916923143796645
1,450,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.77971129020447
2,600,2 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.472781556562168
3,1100,6 out of 13,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.156250521031495
1,450,5 out of 12,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,10.46310334047155
2,100,2 out of 3,Super Area,Hyderabad,Furnished,Family,2,Contact Owner,9.305741456739435
3,1200,6 out of 15,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.608244735642321
3,800,1 out of 3,Carpet Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,8.071218539969863
3,300,2 out of 2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,11.918397239722838
3,1600,Ground out of 2,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner,9.546884034617925
2,670,2 out of 2,Super Area,Kolkata,Unfurnished,Family,1,Contact Owner,8.77971129020447
2,850,Ground out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.680406499268875
1,680,5 out of 7,Super Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,10.596659732783579
2,750,1 out of 4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.61587214452889
1,500,Ground out of 2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,8.699681400989514
2,840,1 out of 1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.012011377036412
1,250,1 out of 7,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,8.922791623969637
2,550,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,Family,2,Contact Owner,9.392745258631441
2,800,Ground out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
2,1300,3 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.546884034617925
2,450,1 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.77971129020447
2,628,4 out of 11,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,10.668978650219241
3,1200,4 out of 15,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.51293546492023
3,1200,5 out of 14,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.695255355062795
3,1600,1 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,10.714439990727769
3,1250,15 out of 20,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,11.225256725762893
1,250,11 out of 24,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,9.648659816955295
2,800,5 out of 14,Super Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,10.518700218288165
4,3800,1 out of 1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,11.695255355062795
1,410,4 out of 8,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,10.12667110305036
1,625,10 out of 12,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.90353755128617
3,1768,8 out of 13,Super Area,Bangalore,Semi-Furnished,Family,3,Contact Agent,10.373522431293592
1,430,2 out of 3,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Agent,10.373522431293592
2,800,2 out of 3,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,10.12667110305036
2,1000,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,9.392745258631441
3,1500,1 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent,10.308985993422082
4,1750,5 out of 17,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,12.154784614286667
3,1400,1 out of 3,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,9.61587214452889
2,730,5 out of 17,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,10.714439990727769
2,1100,14 out of 22,Super Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,10.819798284210286
2,600,1 out of 2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.472781556562168
3,737,13 out of 15,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,9.90353755128617
5,1880,11 out of 27,Carpet Area,Mumbai,Furnished,Family,4,Contact Agent,12.793862088206213
3,1286,7 out of 21,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,5,Contact Agent,11.51293546492023
2,600,3 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8.699681400989514
2,700,2 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,10.292179440058462
2,721,3 out of 4,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
3,1500,Lower Basement out of 2,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,9.61587214452889
2,1000,5 out of 9,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,12.04355959836804
4,800,Ground out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.463131911491967
2,800,5 out of 20,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,11.385103457032141
2,2200,1 out of 1,Carpet Area,Delhi,Semi-Furnished,Family,2,Contact Owner,10.404293143019792
2,1200,1 out of 3,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,9.392745258631441
2,425,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.305741456739435
3,214,2 out of 2,Super Area,Hyderabad,Furnished,Bachelors,4,Contact Owner,10.308985993422082
2,650,Ground out of 1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,8.987321812850125
2,1000,10 out of 13,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,11.775297421715827
2,750,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,9.210440366976517
2,900,3 out of 6,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,9.61587214452889
4,4000,3 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,7,Contact Agent,11.918397239722838
4,3500,3 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,6,Contact Agent,11.918397239722838
4,3800,3 out of 10,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,11.225256725762893
1,750,1 out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Agent,8.853808274977197
2,1020,8 out of 9,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,9.952325334619427
1,400,2 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,8.77971129020447
4,2000,17 out of 29,Carpet Area,Mumbai,Furnished,Bachelors/Family,5,Contact Agent,12.206077645517674
2,750,3 out of 7,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.373522431293592
2,1150,1 out of 4,Super Area,Delhi,Unfurnished,Bachelors,2,Contact Owner,10.373522431293592
3,2000,Ground out of 1,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,9.99884318585288
2,500,2 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,9.137877200242468
1,350,10 out of 24,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,10.12667110305036
2,300,3 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,8.699681400989514
3,999,14 out of 23,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,10.915106645867503
2,2000,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
1,600,1 out of 2,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,8.612685172875459
1,380,3 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner,8.922791623969637
3,1700,1 out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.105090961257085
4,3500,1 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,6,Contact Agent,11.775297421715827
1,350,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,8.699681400989514
1,500,Ground out of 1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,8.517393171418904
2,700,3 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.99884318585288
3,1379,17 out of 27,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,11.695255355062795
3,2500,1 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,4,Contact Agent,11.225256725762893
6,4500,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,Bachelors,5,Contact Agent,12.54254845357358
3,1400,4 out of 15,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,11.49273296168228
2,800,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,9.61587214452889
2,785,2 out of 7,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,10.714439990727769
4,2000,11 out of 12,Carpet Area,Mumbai,Semi-Furnished,Bachelors,5,Contact Agent,12.706850963741102
1,490,1 out of 6,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,10.463131911491967
1,620,6 out of 8,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,8.987321812850125
2,950,4 out of 5,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,11.407576060361786
2,1100,3 out of 3,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner,9.61587214452889
2,1050,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.61587214452889
2,800,6 out of 8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,11.461642696843066
2,650,4 out of 4,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,9.210440366976517
3,1350,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,9.546884034617925
3,1360,6 out of 8,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,9.61587214452889
2,600,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
3,1500,1 out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,9.61587214452889
3,1100,25 out of 28,Carpet Area,Mumbai,Unfurnished,Bachelors,3,Contact Agent,11.082157933374816
2,990,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
2,600,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,8.824824939175638
2,680,3 out of 4,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,10.714439990727769
2,850,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.392745258631441
2,1000,4 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,9.680406499268875
2,1000,Ground out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.472781556562168
3,1300,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,10.373522431293592
3,100,1 out of 2,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Owner,10.714439990727769
2,750,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,9.798182590890704
3,1800,3 out of 5,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent,10.596659732783579
2,850,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.392745258631441
2,1250,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.546884034617925
3,1100,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,9.90353755128617
3,1834,15 out of 30,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,10.714439990727769
1,700,1 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.472781556562168
2,600,7 out of 23,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner,9.741027444837728
3,1550,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner,10.085850775128717
2,850,1 out of 2,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,9.210440366976517
1,550,Ground out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,9.392745258631441
2,800,Ground out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.61587214452889
2,1000,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.61587214452889
2,550,Ground out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,9.15915233520675
1,200,Upper Basement out of 4,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.160803920954665
2,1300,1 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.392745258631441
2,900,1 out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.922791623969637
1,400,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8.77971129020447
3,1500,2 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,10.596659732783579
3,1440,3 out of 6,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.12667110305036
1,1300,Ground out of 2,Super Area,Chennai,Furnished,Bachelors,2,Contact Owner,9.61587214452889
3,2000,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,10.308985993422082
3,1600,4 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.085850775128717
2,1075,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.433563920090563
1,220,3 out of 4,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,8.071218539969863
2,1000,4 out of 10,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,9.510519035757246
3,1100,Ground out of 2,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,9.392745258631441
3,900,4 out of 9,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,11.461642696843066
2,550,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8.987321812850125
2,630,Ground out of 1,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.881975184248867
3,1800,9 out of 9,Super Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,11.002116507732017
2,910,10 out of 19,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,10.839600519357369
3,2100,10 out of 20,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,10.518700218288165
3,1430,1 out of 1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,9.648659816955295
4,3500,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,5,Contact Agent,12.847929163278053
3,1650,1 out of 5,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,10.714439990727769
2,1300,3 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.798182590890704
3,1500,1 out of 2,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,10.12667110305036
3,10,1 out of 1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,9.61587214452889
2,600,2 out of 5,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,11.289794413577894
2,1100,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9.798182590890704
2,1050,1 out of 1,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,10.12667110305036
2,950,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent,9.711176264112805
2,950,2 out of 8,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent,11.002116507732017
3,1000,Ground out of 3,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.392745258631441
2,1000,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.825580063659602
2,840,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8.987321812850125
1,400,2 out of 4,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,8.853808274977197
2,750,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.922791623969637
2,1100,1 out of 3,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.546884034617925
1,500,3 out of 4,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,10.308985993422082
3,1070,1 out of 3,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,9.61587214452889
2,950,2 out of 4,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,9.546884034617925
3,1960,8 out of 20,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,10.518700218288165
2,650,Ground out of 1,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.04793908261736
2,800,2 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.392745258631441
1,500,Ground out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,8.987321812850125
1,150,1 out of 3,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,8.922791623969637
2,1700,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.680406499268875
2,800,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,9.105090961257085
2,1200,1 out of 3,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,10.165890277802454
2,500,Ground out of 2,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,8.517393171418904
3,1400,4 out of 6,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10.545367754151743
2,570,Ground out of 2,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.392745258631441
1,700,1 out of 5,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.472781556562168
2,900,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.61587214452889
2,1440,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.392745258631441
3,1050,13 out of 21,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,11.082157933374816
2,1500,Ground out of 1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.852246888342531
2,1205,3 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,9.61587214452889
2,920,3 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,9.825580063659602
2,1000,Ground out of 4,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,9.61587214452889
1,550,1 out of 1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,8.517393171418904
2,750,Ground out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,8.987321812850125
2,1100,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent,10.043292972227004
3,1800,10 out of 20,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,10.518700218288165
1,600,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.77971129020447
2,1150,4 out of 5,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,9.392745258631441
3,900,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.392745258631441
2,500,1 out of 3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,8.517393171418904
2,600,Ground out of 2,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.61587214452889
2,800,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,9.546884034617925
1,600,Ground out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.305741456739435
3,1834,12 out of 30,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,10.691967639914864
2,650,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.210440366976517
2,800,4 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.99884318585288
2,60,3 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,9.546884034617925
1,450,2 out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8.699681400989514
5,2800,19 out of 33,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,12.644330802262578
1,600,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,8.922791623969637
3,1965,10 out of 14,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,10.596659732783579
2,750,Ground out of 1,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,8.412054873292933
2,110,2 out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,9.952325334619427
2,730,4 out of 6,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.289794413577894
2,550,Ground out of 1,Carpet Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,8.922791623969637
3,1872,1 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,11.407576060361786
1,750,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8.77971129020447
1,500,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.922791623969637
2,1000,1 out of 3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.210440366976517
3,3354,Ground out of 16,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,11.156264806643742
4,4500,4 out of 4,Carpet Area,Bangalore,Unfurnished,Bachelors,4,Contact Agent,11.982935344196433
1,700,1 out of 4,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,8.77971129020447
1,500,2 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8.699681400989514
3,1000,3 out of 7,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,11.849404844423074
2,980,4 out of 12,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent,9.90353755128617
2,850,10 out of 31,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,11.082157933374816
2,890,5 out of 12,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,9.90353755128617
3,1500,6 out of 10,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,11.407576060361786
1,200,Ground out of 2,Super Area,Delhi,Furnished,Bachelors,1,Contact Owner,9.90353755128617
1,390,Ground out of 4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,9.305741456739435
2,1050,5 out of 5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,9.90353755128617
